img_name,simples_threscholding,simples_threscholding_mean,adaptive_threscholding,adaptive_threscholding_mean,otsu_riddler_threscholding,otsu_riddler_threscholding_mean
healthy-08-roi1,0.5797526594512807,,0.4802086657324805,,0.5936916062485985,
healthy-09-roi1,0.688631825380431,,0.4439972966330794,,0.6426960958822832,
healthy-10-roi1,0.7352338912390411,,0.4886483733367288,,0.6526128903239652,
healthy-10-roi2,0.3704194133394743,,0.3379236899122324,,0.38317620523471857,
healthy-10-roi3,0.6975916230366492,,0.4209985768152941,,0.4944399588960658,
healthy-10-roi4,0.5228202336462349,,0.3994722783243208,,0.4084473768583048,
healthy-11-roi1,0.6140307641755488,,0.4791735663516164,,0.6054910071577753,
healthy-11-roi2,0.6464264727909576,,0.4833746134004081,,0.6236087260700884,
healthy-11-roi3,0.3941814660768909,,0.3662276809484931,,0.36648267689525055,
healthy-11-roi4,0.6924593594076935,,0.5195636061011925,,0.6813894548526561,
healthy-12-roi1,0.7017626831407092,,0.5489365991331518,,0.7026604704020131,
healthy-12-roi2,0.7470924111621685,,0.4978363548943632,,0.7444148285497225,
healthy-13-roi1,0.4030798075888672,,0.3881903575351224,,0.3264747552807831,
healthy-13-roi2,0.7077675495832305,,0.5085463128764447,,0.7137847248315423,
healthy-13-roi3,0.6641072358146799,,0.4589020811458417,,0.639100782407464,
healthy-13-roi4,0.6323309208884452,,0.441855763099367,,0.6240372126740569,
healthy-14-roi2,0.6282503142483918,,0.5018056911621123,,0.6235559142764212,
healthy-14-roi3,0.3697769399937166,,0.3594797289953262,,0.3105413882449202,
healthy-15-roi1,0.5725920853103752,,0.4882258726355779,,0.5675718135566593,
healthy-15-roi2,0.5657205441853714,,0.4518627320069435,,0.5495066799985544,
healthy-16-roi1,0.6740851314063419,,0.4623947051744885,,0.6257715864056683,
healthy-16-roi2,0.565259357237336,,0.4435462457589615,,0.5463500816446717,
healthy-16-roi3,0.5482343066131063,,0.3885566188197767,,0.5182782445100392,
healthy-16-roi4,0.5181115315018917,,0.3914913636669131,,0.48026605648015236,
healthy-16-roi5,0.3918478455532075,,0.3266566323183204,,0.3636630850125739,
healthy-17-roi1,0.7492508689919694,,0.5446072045163272,,0.7481447644001621,
healthy-17-roi2,0.5578116662454012,,0.3022170595421682,,0.404608366195005,
healthy-17-roi3,0.6618419686429239,,0.4694333221070488,,0.6306431261498155,
healthy-17-roi4,0.4143021157946531,,0.3464947959034687,,0.39797878415560595,
healthy-18-roi1,0.6358086847073631,,0.5138079801106589,,0.6914101382488479,
healthy-18-roi2,0.466505661572571,,0.3740388485246457,,0.37543231640851044,
healthy-18-roi3,0.3679935012185215,,0.386792784556419,,0.36832492607409983,
healthy-18-roi4,0.5414754540896995,,0.4573926911760662,,0.5654523491639647,
healthy-18-roi5,0.5511624984290562,,0.4892107478321286,,0.5342246950929266,
healthy-19-roi1,0.4732928679817906,,0.4015429898169985,,0.45230252100840335,
healthy-19-roi2,0.6959781867757328,,0.5691939543990138,,0.6966398328621527,
healthy-19-roi3,0.3941195202207833,,0.4139168945328882,,0.39151801704993194,
healthy-19-roi4,0.5850105136677681,,0.4512673045602606,,0.6023554904596617,
healthy-19-roi5,0.4297143406289792,,0.337236355314848,,0.3735070575461455,
healthy-19-roi6,0.3829843242033773,,0.4034432246490116,,0.3755480333254225,
healthy-20-roi1,0.6306318353312002,,0.488090007323081,,0.6395503100462858,
healthy-20-roi2,0.635447906412399,,0.5054355879460617,,0.6337635588192493,
healthy-20-roi3,0.5658586923603244,,0.4673289214505364,,0.5516178411190288,
healthy-20-roi4,0.6360845583647391,,0.5099412066063282,,0.651118360578916,
healthy-21-roi1,0.6623587865643915,,0.5395961752585603,,0.6574616555028944,
healthy-21-roi2,0.4709251594138047,,0.3972700456920318,,0.3571156147664953,
healthy-21-roi3,0.5993423772864203,,0.5248916040176348,,0.595108346272908,
healthy-21-roi4,0.5875745875745876,,0.4566107659488329,,0.5571367544187537,
healthy-21-roi5,0.5852641379511003,,0.5245325545605467,,0.5916176644697897,
healthy-22-roi1,0.6636999530197839,,0.4697353279631761,,0.6329322054092696,
healthy-22-roi2,0.5655425758577621,,0.3822366970298373,,0.5530341953530856,
healthy-22-roi3,0.4641568603571374,,0.3533092115181667,,0.44325919201089425,
healthy-23-roi1,0.6954400590670766,,0.5162417438741237,,0.6803069513334771,
healthy-23-roi2,0.3011897449896494,,0.2971900587959456,,0.29280627996090536,
healthy-23-roi3,0.4501350701254487,,0.3543179706054452,,0.38246259128747256,
healthy-24-roi1,0.6056948790995972,,0.4963923846402065,,0.503978411585551,
healthy-24-roi2,0.4917501531408698,,0.413605158523328,,0.3815502426428031,
healthy-24-roi3,0.600681087217002,,0.4401155035691775,,0.4832101490267358,
healthy-24-roi4,0.6615831613267948,,0.4567464128549517,,0.6472387037882246,
healthy-25-roi1,0.4229414446148108,,0.4191239622101345,,0.4465076703621212,
healthy-25-roi2,0.6415907803280501,,0.4475026465210278,,0.6077953997403079,
healthy-25-roi3,0.4916567466533008,,0.4258562596094082,,0.487538961827529,
healthy-25-roi4,0.6645313469894476,,0.4692711490591103,,0.6161217703793965,
healthy-26-roi1,0.5507368557578509,,0.4654975454629658,,0.5168285417546422,
healthy-26-roi2,0.6242627186347334,,0.4270866915365602,,0.44978559692221376,
healthy-26-roi3,0.6324474156204142,,0.4695707417086588,,0.5068481932644078,
healthy-27-roi1,0.6105236062549604,,0.5371656625350167,,0.6031175300805496,
healthy-27-roi2,0.6275045040126658,,0.516965648587713,,0.6077826096753115,
healthy-28-roi1,0.6760179586328602,,0.527069530884026,,0.6614374748216783,
healthy-28-roi2,0.7002155734666136,,0.5239729253293501,,0.6875528808913782,
healthy-29-roi1,0.6760933068032683,,0.4652944845406754,,0.6279548767349008,
healthy-29-roi2,0.6812548412083657,,0.4663672587289795,,0.6544059609130806,
healthy-29-roi3,0.6966740355367917,,0.5114765379707817,,0.6965501260029545,
healthy-29-roi4,0.6284786432727437,,0.5533643392123702,,0.6040987328187559,
healthy-29-roi5,0.626431036150795,,0.536351408749823,,0.5815612364154162,
healthy-30-roi2,0.6791397314768772,,0.527423174283459,,0.6571929096650762,
healthy-30-roi3,0.7538591230082503,,0.5002311485514691,,0.588680614969796,
healthy-30-roi4,0.6957977956926432,,0.4720151651458681,,0.6238844028899277,
healthy-30-roi5,0.6696719739113755,,0.507990321786123,,0.6771812681479208,
healthy-30-roi6,0.6853057757644394,,0.4593040426677785,,0.4469985297206469,
healthy-31-roi1,0.607885936710358,,0.5236438502534433,,0.6018071444313104,
healthy-31-roi2,0.6846532970768185,,0.4933020717644962,,0.465984804671098,
healthy-31-roi3,0.7480976381065323,,0.4961488392275981,,0.5248229322585231,
healthy-31-roi4,0.5717699684426606,,0.4488258064516129,,0.5515601354759674,
healthy-31-roi5,0.7072306896414501,,0.4744423791821561,,0.4179489085458014,
healthy-32-roi1,0.6556569543705333,,0.4750618338404598,,0.5812755481939611,
healthy-32-roi2,0.6064310260186548,,0.4479434315196612,,0.5884989702378549,
healthy-32-roi3,0.6370764159068635,,0.507486418444415,,0.5963696369636964,
healthy-32-roi4,0.576582036233733,,0.4735962459422106,,0.5339343785527325,
healthy-32-roi5,0.6141248720573184,,0.461496773756499,,0.38400357906248445,
severe-01-roi1,0.7028648996213475,,0.4192455631284162,,0.6540669317926014,
severe-01-roi2,0.6863236298846571,,0.4735161506941304,,0.6972784234945234,
severe-01-roi3,0.5801296214464575,,0.4721339525788315,,0.6648423493253172,
severe-01-roi4,0.5173292909805003,,0.3282740890888416,,0.4200826691634885,
severe-01-roi5,0.5710774071433838,,0.3836759221619328,,0.47618603349349253,
severe-02-roi1,0.6302666406939303,,0.551787722515476,,0.7380430845651011,
severe-02-roi2,0.7025533575727697,,0.5535069008171892,,0.7401784423941401,
severe-02-roi3,0.7493240707777276,,0.526218402738515,,0.738284942606347,
severe-02-roi4,0.7615026891503902,,0.5504522584388286,,0.7660411558484442,
severe-02-roi5,0.7662020551429444,,0.5639199935086011,,0.7573254655873477,
severe-02-roi6,0.5664578342853633,,0.4913863417286636,,0.645939119797946,
severe-03-roi1,0.6419017275948254,,0.4103956446895161,,0.5036267248473714,
severe-03-roi2,0.4995610519485476,,0.447958982449221,,0.5515158903570055,
severe-03-roi3,0.485766283205049,,0.3733822826204322,,0.42080399893801096,
severe-03-roi4,0.4391336818521285,,0.2968613010696125,,0.3528096031016229,
severe-03-roi5,0.4474303499582479,,0.3774001851464748,,0.41407454616475814,
severe-04-roi1,0.280905737805027,,0.4005993718122352,,0.4111159525538611,
severe-04-roi2,0.3381184560694652,,0.462396763428807,,0.5059957812816043,
severe-04-roi3,0.3461666481748585,,0.295240021574973,,0.3047389023069876,
severe-04-roi4,0.2623887867190218,,0.4062043446797471,,0.4164497475585682,
severe-04-roi5,0.4528559386665596,,0.373758380928731,,0.429074186215915,
severe-05-roi1,0.5511689712282865,,0.3309146724342426,,0.4274070638128686,
severe-05-roi2,0.3293122819466619,,0.3099810014927399,,0.33261587597575853,
severe-05-roi3,0.3183497536945813,,0.4138868129628371,,0.4946070878274268,
severe-05-roi4,0.3393072599393779,,0.3138039617168474,,0.33247852810680995,
severe-05-roi5,0.1791804871511374,,0.3565889029003783,,0.3446637644860556,
severe-06-roi1,0.6732876066245335,,0.5212299633089087,,0.7110706703063391,
severe-06-roi2,0.5873782379980419,,0.4789881212232613,,0.580797317648396,
severe-06-roi3,0.6938308943476656,,0.573956388767526,,0.7593528903489636,
severe-06-roi4,0.5707530080277635,,0.4734197494902418,,0.5979092032765592,
severe-07-roi1,0.6384357077055659,,0.4300397501419647,,0.5664333551538345,
severe-07-roi2,0.6299805126667666,,0.4178614011108849,,0.5691049801058109,
severe-07-roi3,0.6623546653639473,,0.3879998058221007,,0.6249426327314688,
severe-07-roi4,0.7008584022890728,,0.4846619226566456,,0.6291826429484358,
severe-07-roi5,0.7003108808290155,,0.4512426052874946,,0.5650365530105546,
severe-08-roi1,0.4047241906349868,,0.4350521092608354,,0.5597951585793054,
severe-08-roi2,0.6251737825149604,,0.3750717555454157,,0.4808781783403794,
severe-08-roi3,0.6652034573176654,,0.3923013805116098,,0.5572908323989535,
severe-08-roi4,0.613276354447024,,0.3800950743400424,,0.4578142210255783,
severe-08-roi5,0.6419044254041163,,0.3727012290915812,,0.4843209729343031,
severe-09-roi1,0.6421373602439379,,0.3469070354700068,,0.3954005672790613,
severe-09-roi2,0.5110204081632653,,0.3937657911745696,,0.5561116078167272,
severe-09-roi3,0.5029620358781811,,0.4131285125515174,,0.5482518938900893,
severe-09-roi4,0.6716097063324346,,0.4869502855825628,,0.6939513902757057,
severe-09-roi5,0.668091246141764,,0.4901808283103247,,0.6656022626188901,
severe-10-roi1,0.6230347190597012,,0.4888027313234188,,0.6183110791140308,
severe-10-roi2,0.4525080606797399,,0.4538035831535503,,0.6533518287849621,
severe-10-roi3,0.5810684161199625,,0.4531526310314594,,0.668972850739639,
severe-10-roi4,0.681763438671484,,0.4717302684499707,,0.7183037538857857,
severe-10-roi5,0.5471728542399122,,0.3393225014778854,,0.5004145425038368,
severe-11-roi1,0.6085383017224046,,0.4145178609778795,,0.6371080870451412,
severe-11-roi2,0.664765683114307,,0.4007430524595036,,0.6750046507634407,
severe-11-roi3,0.6373243049143326,,0.4566773260240597,,0.7165296535525543,
severe-11-roi4,0.6121110058590323,,0.4347950021378687,,0.6493965423507666,
severe-11-roi5,0.4988923586089092,,0.3694790639289877,,0.5740529507114126,
severe-12-roi1,0.500560538116592,,0.3234771573604061,,0.5138766921279804,
severe-12-roi2,0.5262570767214212,,0.4246861523718256,,0.6439551599307463,
severe-12-roi3,0.6905374834230439,,0.4807310290027811,,0.7096132203992181,
severe-12-roi4,0.4385904301261012,,0.4402851370411314,,0.6440399466890622,
severe-12-roi5,0.5313768813853795,,0.4267269984917043,,0.6534351529815011,
severe-13-roi1,0.6604899359359653,,0.478421241860527,,0.6690500264817757,
severe-13-roi2,0.5278928182911236,,0.4644083095143666,,0.6688640093943073,
severe-13-roi3,0.6895758090786771,,0.4676708765157554,,0.7627736712425203,
severe-13-roi4,0.4236980740996632,,0.3406452033155829,,0.42738231032462926,
severe-13-roi5,0.4270643660221394,,0.4112037345781927,,0.569269370930163,
severe-14-roi1,0.7311717576364547,,0.4846667407105747,,0.7377476482135004,
severe-14-roi2,0.6838991287148971,,0.4224173013196907,,0.6655283826735664,
severe-14-roi3,0.6935481626803579,,0.5060168785163576,,0.7604290303261284,
severe-14-roi4,0.5717641084237923,,0.4604484157438877,,0.6774360767199913,
severe-14-roi5,0.3594881135864742,,0.4231663619744058,,0.6041340782122905,
severe-15-roi1,0.6097648537066954,,0.3826608805072031,,0.4603008125396185,
severe-15-roi2,0.6568519126825335,,0.4844966900311526,,0.531985618343396,
severe-15-roi3,0.6495233187322855,,0.4137622877569258,,0.48512973734676795,
severe-15-roi4,0.5997928089546959,,0.4404912261843979,,0.5195393515991704,
severe-15-roi5,0.5363750082296399,,0.4148407190863887,,0.3993440282781592,
severe-15-roi6,0.4095261721657157,,0.4286880825822355,,0.39269747973995905,
severe-15-roi7,0.4522349478292043,,0.4128823307693381,,0.4129851204172419,
severe-15-roi8,0.595275626013331,,0.4802868304718823,,0.5239378770376075,
severe-16-roi1,0.5624114514631883,,0.4122306469683942,,0.44841213964534815,
severe-16-roi2,0.5691844650818432,,0.410115278226316,,0.4225501760325593,
severe-16-roi3,0.7005294161509209,,0.4391303798587688,,0.6329548271929389,
severe-16-roi4,0.5597785876743485,,0.3959839131535281,,0.4682964754664824,
severe-16-roi5,0.5913172347659315,,0.3664327485380117,,0.4121438843133114,
severe-16-roi6,0.4705713190184049,,0.4278613405131126,,0.4501612025289955,
severe-17-roi1,0.6198423063899773,,0.3384276223672058,,0.41288094044236445,
severe-17-roi2,0.6238321746554458,,0.3696013523031413,,0.42422849501681953,
severe-17-roi5,0.2953406474332927,,0.3340160060495305,,0.42072793231163585,
severe-17-roi7,0.3416881680796166,,0.4291102392102265,,0.5125767622434078,
severe-18-roi3,0.6859710692964167,,0.4884183791836087,,0.6088308355404939,
severe-18-roi4,0.6937145368299965,,0.4026217723392447,,0.5094514726713232,
severe-19-roi1,0.6983060682482648,,0.5664939550949913,,0.730505924393455,
severe-19-roi2,0.6706359180595702,,0.4960020210951809,,0.6701439789088512,
severe-19-roi3,0.8174574918666748,,0.4825702580320563,,0.7833605828843558,
severe-19-roi5,0.5651423259108416,,0.4087070264736827,,0.5942433434445568,
severe-20-roi1,0.7444129052892496,,0.4270407169296707,,0.6210524298635597,
severe-20-roi2,0.7140099909173478,,0.4879217228210517,,0.6629820374324834,
severe-20-roi5,0.7225066705127281,,0.4964431913362511,,0.6208558870382572,
severe-21-roi1,0.3245718374100076,,0.3803272088836205,,0.39712290966117286,
severe-21-roi2,0.479940426324118,,0.4496699041797635,,0.5307593226232151,
severe-22-roi1,0.6117302052785923,,0.3971021817875494,,0.45181016983992395,
severe-22-roi2,0.3701137866175019,,0.360256625401784,,0.4533377528501522,
severe-22-roi3,0.3801200602422417,,0.343073937849344,,0.321707617732383,
severe-22-roi4,0.3683347698963984,,0.3525180870717982,,0.37786406671618356,
severe-22-roi5,0.4441898119317474,,0.3469083572966381,,0.35634328358208955,
severe-23-roi1,0.4751574603243196,,0.503206931472938,,0.49877037339778596,
severe-23-roi2,0.5398891241761641,,0.4760761702075007,,0.5347558147240077,
severe-23-roi5,0.3506261180679785,,0.365771249860382,,0.3407546239210851,
severe-24-roi1,0.3681506849315068,,0.2718587407769982,,0.3072188742146429,
severe-25-roi5,0.6973067186786737,,0.4781506729592728,,0.680042319605017,
severe-26-roi1,0.6229604652741633,,0.488822877315338,,0.6324243758157063,
severe-26-roi3,0.5517952073280445,,0.3919043238270469,,0.5128169235883887,
severe-27-roi1,0.4655027674620452,,0.3989924579105082,,0.4353633109091624,
severe-27-roi2,0.4490700587838488,,0.4049214318762102,,0.4104469561673718,
severe-28-roi5,0.650679414897763,,0.437704578413093,,0.6378113616225264,
